Score,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,ID
25,Bachelors,2017,Pune,2,0,1,No,2,1,349
70,Bachelors,2017,New Delhi,1,0,0,No,2,0,366
100,Masters,2015,New Delhi,1,0,1,No,5,0,372
55,Bachelors,2014,Pune,1,0,0,No,4,1,373
55,Bachelors,2015,Pune,2,0,0,No,2,1,377
55,Bachelors,2015,Pune,2,0,0,No,3,1,382
55,Bachelors,2015,Pune,1,0,0,No,4,1,399
55,Bachelors,2015,Pune,2,0,0,Yes,3,1,411
55,Bachelors,2015,Pune,2,0,0,Yes,4,1,414
70,Bachelors,2017,Pune,2,0,1,No,5,0,424
65,PHD,2016,New Delhi,2,0,1,No,3,1,430
25,Masters,2017,New Delhi,2,0,1,Yes,5,1,432
25,Masters,2017,Pune,2,0,1,No,5,1,440
100,Bachelors,2014,Bangalore,1,0,1,Yes,3,0,463
55,Masters,2013,New Delhi,2,0,1,No,3,1,480
55,Bachelors,2016,Pune,2,0,0,No,2,1,483
55,Bachelors,2013,Pune,2,0,1,Yes,2,1,489
110,PHD,2015,New Delhi,2,0,0,No,1,0,491
25,Bachelors,2017,New Delhi,2,0,0,No,3,1,502
70,Masters,2017,New Delhi,2,0,0,No,4,0,531
25,Masters,2017,New Delhi,2,0,0,No,3,1,539
25,Masters,2017,New Delhi,2,0,1,Yes,4,1,543
55,Bachelors,2015,Pune,2,0,0,Yes,5,1,547
70,Bachelors,2017,New Delhi,2,0,1,No,5,0,549
55,Bachelors,2013,Bangalore,1,0,1,No,3,1,552
55,Bachelors,2012,Pune,2,0,0,No,4,1,553
25,Bachelors,2017,Pune,2,0,0,No,3,1,577
25,Masters,2017,Pune,2,0,1,No,4,1,580
70,Masters,2017,New Delhi,2,0,0,No,4,0,584
55,Bachelors,2015,Pune,2,0,0,No,2,1,609
100,Bachelors,2016,Bangalore,1,0,1,No,2,0,634
55,Bachelors,2015,Pune,2,0,0,No,2,1,642
70,Masters,2017,Pune,2,0,0,No,1,0,658
70,Bachelors,2017,New Delhi,2,0,0,No,2,0,664
65,PHD,2013,New Delhi,2,0,1,No,3,1,665
25,Bachelors,2017,Pune,2,0,0,No,3,1,676
55,Masters,2013,New Delhi,2,0,1,No,2,1,684
55,Bachelors,2015,Pune,2,0,0,No,5,1,696
70,Masters,2017,Pune,1,0,1,No,2,0,700
70,Masters,2017,New Delhi,2,0,0,No,4,0,701
55,Bachelors,2013,Pune,2,0,0,No,3,1,709
55,Bachelors,2014,Pune,2,0,0,No,2,1,713
100,Bachelors,2015,Pune,2,0,1,No,5,0,717
55,Bachelors,2015,Pune,2,0,0,Yes,2,1,724
70,Bachelors,2017,New Delhi,1,0,0,No,3,0,736
100,Bachelors,2012,Pune,2,0,1,No,4,0,751
25,Bachelors,2017,Pune,2,0,0,No,4,1,755
55,Bachelors,2015,Pune,2,0,0,No,3,1,760
55,Bachelors,2013,New Delhi,1,0,0,No,2,1,766
55,Bachelors,2016,Pune,1,0,0,No,3,1,772
55,Bachelors,2015,Pune,2,0,0,Yes,4,1,780
55,Bachelors,2015,Pune,2,0,0,No,3,1,784
25,Masters,2017,New Delhi,2,0,1,No,3,1,798
55,Bachelors,2015,Pune,2,0,0,Yes,2,1,806
70,Masters,2017,New Delhi,2,0,0,No,2,0,810
55,Bachelors,2014,Pune,2,0,0,No,3,1,812
25,Masters,2017,Pune,2,0,1,No,3,1,815
25,Masters,2017,Bangalore,2,0,0,Yes,3,1,816
25,Masters,2017,New Delhi,2,0,1,No,2,1,821
55,Masters,2015,Pune,2,0,0,No,3,1,842
70,Masters,2017,Pune,2,0,1,No,4,0,845
55,Bachelors,2013,Pune,2,0,0,No,5,1,849
55,Bachelors,2013,Pune,2,0,1,Yes,3,1,853
70,Bachelors,2017,New Delhi,2,0,1,No,1,0,858
25,Masters,2017,New Delhi,2,0,1,No,3,1,867
25,Masters,2017,New Delhi,2,0,0,No,4,1,898
100,Masters,2013,New Delhi,1,0,0,No,2,0,914
55,Masters,2013,New Delhi,1,0,1,Yes,2,1,915
55,Bachelors,2012,Pune,2,0,0,No,5,1,932
55,Bachelors,2012,New Delhi,2,0,0,No,5,1,933
70,Masters,2017,New Delhi,2,0,1,No,2,0,937
25,Masters,2017,Bangalore,2,0,1,Yes,2,1,939
100,Masters,2015,Pune,1,0,0,No,4,0,958
55,Bachelors,2013,Pune,2,0,0,No,3,1,969
25,Masters,2018,New Delhi,1,0,0,No,4,1,973
65,PHD,2016,Pune,1,0,0,No,3,1,976
100,Masters,2015,Pune,1,0,0,No,5,0,978
100,Masters,2015,Pune,1,0,1,No,2,0,1007
70,Bachelors,2017,Bangalore,1,0,1,No,2,0,1018
55,Bachelors,2013,Pune,1,0,0,No,5,1,1024
70,Bachelors,2017,New Delhi,2,0,0,No,5,0,1033
55,Masters,2013,New Delhi,1,0,0,No,2,1,1042
55,Bachelors,2012,Pune,1,0,0,No,5,1,1050
110,PHD,2015,New Delhi,2,0,0,No,2,0,1067
70,Bachelors,2017,New Delhi,2,0,0,No,2,0,1069
55,Bachelors,2015,Bangalore,2,0,0,No,3,1,1075
70,Bachelors,2017,New Delhi,2,0,0,No,4,0,1084
25,Masters,2017,New Delhi,2,0,1,Yes,5,1,1090
70,Masters,2017,New Delhi,1,0,0,No,4,0,1097
25,Masters,2017,Pune,2,0,1,No,5,1,1100
70,Bachelors,2017,Bangalore,1,0,0,No,4,0,1115
55,Masters,2013,New Delhi,2,0,0,No,5,1,1120
100,Bachelors,2016,Bangalore,1,0,1,No,4,0,1130
55,Bachelors,2016,Pune,2,0,0,No,4,1,1136
70,Masters,2017,New Delhi,2,0,0,No,2,0,1141
55,Bachelors,2013,New Delhi,2,0,0,No,3,1,1149
70,Bachelors,2017,Bangalore,1,0,1,No,2,0,1163
70,Masters,2017,Pune,2,0,0,No,4,0,1164
100,Bachelors,2015,Bangalore,1,0,1,No,2,0,1173
25,Masters,2017,Pune,2,0,0,No,2,1,1179
55,Masters,2013,Pune,2,0,1,No,5,1,1182
55,Bachelors,2015,Pune,2,0,0,Yes,4,1,1184
70,Bachelors,2017,New Delhi,2,0,1,No,3,0,1192
100,Bachelors,2013,Pune,2,0,1,No,4,0,1198
55,Bachelors,2013,Pune,2,0,0,No,3,1,1199
70,Masters,2017,New Delhi,2,0,1,No,4,0,1207
70,Bachelors,2017,New Delhi,2,0,1,No,3,0,1208
25,Masters,2017,Pune,2,0,0,No,2,1,1210
55,Bachelors,2015,Pune,2,0,0,No,5,1,1213
55,Bachelors,2016,Pune,2,0,0,No,5,1,1216
70,Masters,2017,New Delhi,2,0,1,No,3,0,1221
70,Bachelors,2017,New Delhi,2,0,1,No,3,0,1231
55,Bachelors,2015,Pune,2,0,0,No,2,1,1235
55,Bachelors,2015,Pune,2,0,0,Yes,4,1,1250
55,Masters,2015,Pune,2,0,0,No,2,1,1259
100,Bachelors,2016,Bangalore,1,0,0,No,3,0,1264
110,PHD,2014,Bangalore,1,0,0,No,3,0,1265
55,Bachelors,2015,Pune,2,0,0,Yes,2,1,1268
100,Masters,2015,Pune,2,0,0,No,2,0,1273
100,Masters,2015,New Delhi,2,0,0,No,4,0,1276
55,Bachelors,2015,Pune,2,0,0,Yes,2,1,1296
70,Bachelors,2017,Pune,2,0,1,No,4,0,1297
25,Masters,2017,New Delhi,2,0,1,Yes,3,1,1310
70,Bachelors,2017,New Delhi,2,0,1,No,5,0,1321
55,Bachelors,2015,Pune,2,0,0,No,5,1,1336
25,Bachelors,2017,Pune,2,0,0,No,4,1,1340
55,Bachelors,2016,Pune,2,0,0,No,2,1,1349
55,Bachelors,2015,Bangalore,1,0,0,No,2,1,1350
70,Masters,2017,New Delhi,1,0,0,No,3,0,1354
55,Bachelors,2015,Pune,2,0,0,No,2,1,1377
55,Bachelors,2015,New Delhi,1,0,0,No,4,1,1381
55,Bachelors,2015,Pune,2,0,0,No,2,1,1382
25,Masters,2017,New Delhi,2,0,1,No,4,1,1390
25,Bachelors,2017,Pune,2,0,1,No,1,1,1395
70,Bachelors,2017,Bangalore,1,0,0,No,3,0,1400
70,Masters,2017,New Delhi,2,0,1,No,4,0,1405
70,Masters,2017,New Delhi,2,0,0,No,2,0,1408
55,Bachelors,2012,Bangalore,1,0,1,No,5,1,1409
55,Masters,2015,Pune,2,0,0,Yes,4,1,1416
55,Bachelors,2014,Pune,2,0,0,No,4,1,1426
100,Bachelors,2016,Bangalore,1,0,1,No,2,0,1441
25,Masters,2017,Pune,2,0,0,No,4,1,1444
100,Bachelors,2012,Bangalore,1,0,1,No,5,0,1466
25,Bachelors,2017,Pune,2,0,1,No,0,1,1470
55,Bachelors,2015,Pune,2,0,0,No,4,1,1471
55,Bachelors,2015,Bangalore,2,0,0,No,3,1,1474
25,Masters,2017,New Delhi,2,0,1,Yes,4,1,1480
55,Bachelors,2015,Pune,2,0,0,No,5,1,1481
70,Masters,2017,Pune,2,0,0,No,3,0,1483
55,Bachelors,2015,New Delhi,2,0,0,Yes,5,1,1492
25,Bachelors,2017,Pune,2,0,0,No,4,1,1495
25,Bachelors,2017,Pune,2,0,0,No,2,1,1509
70,Masters,2017,New Delhi,2,0,0,No,2,0,1514
55,Bachelors,2015,Pune,2,0,0,No,3,1,1527
55,Bachelors,2014,Pune,2,0,0,No,3,1,1529
55,Bachelors,2015,Pune,2,0,0,Yes,2,1,1530
55,Bachelors,2012,Pune,2,0,0,No,5,1,1533
55,Bachelors,2015,Pune,2,0,0,Yes,3,1,1536
55,Bachelors,2013,Pune,1,0,0,No,4,1,1557
70,Bachelors,2017,New Delhi,2,0,0,No,3,0,1568
55,Bachelors,2016,Pune,2,0,0,No,3,1,1573
70,Bachelors,2017,Pune,2,0,1,No,3,0,1576
55,Bachelors,2014,Pune,2,0,0,No,3,1,1593
55,Bachelors,2015,Pune,2,0,0,No,5,1,1598
25,Masters,2017,New Delhi,2,0,0,No,4,1,1599
25,Masters,2017,New Delhi,2,0,0,No,3,1,1613
55,Bachelors,2016,Pune,2,0,0,No,5,1,1615
55,Masters,2015,Bangalore,2,0,0,No,5,1,1625
100,Masters,2015,Pune,2,0,0,No,5,0,1632
100,Bachelors,2016,Bangalore,1,0,1,No,2,0,1646
55,Bachelors,2014,Pune,2,0,0,No,5,1,1648
70,Bachelors,2017,Bangalore,2,0,0,No,1,0,1662
70,Bachelors,2017,New Delhi,2,0,1,No,0,0,1675
55,Bachelors,2014,Pune,2,0,0,No,0,1,1702
25,Masters,2017,Bangalore,2,0,1,No,4,1,1708
100,Bachelors,2015,Bangalore,1,0,0,No,2,0,1713
55,Bachelors,2015,Pune,2,0,0,Yes,3,1,1724
70,Masters,2017,New Delhi,2,0,0,No,2,0,1726
55,Bachelors,2015,Pune,2,0,0,No,5,1,1729
55,Bachelors,2015,New Delhi,2,0,0,No,5,1,1730
70,Masters,2017,Pune,2,0,0,No,5,0,1736
100,Bachelors,2014,Pune,2,0,1,No,5,0,1749
70,Masters,2017,Bangalore,2,0,1,No,3,0,1752
55,Bachelors,2013,Bangalore,2,0,0,No,2,1,1762
70,Masters,2017,Bangalore,2,0,0,No,4,0,1773
100,Bachelors,2014,Bangalore,1,0,1,No,3,0,1782
25,Masters,2017,Pune,2,0,0,No,3,1,1787
70,Masters,2017,New Delhi,2,0,0,No,3,0,1796
70,Bachelors,2017,New Delhi,2,0,1,No,4,0,1797
55,Bachelors,2015,Pune,2,0,0,No,4,1,1812
70,Masters,2017,New Delhi,1,0,0,No,2,0,1825
70,Masters,2017,Pune,2,0,0,No,5,0,1830
25,Masters,2017,New Delhi,2,0,0,Yes,3,1,1844
55,Bachelors,2015,Pune,2,0,0,Yes,5,1,1850
25,Masters,2017,New Delhi,2,0,0,No,5,1,1852
100,Bachelors,2013,Pune,2,0,1,Yes,4,0,1868
100,Masters,2015,Pune,2,0,0,No,0,0,1887
100,Bachelors,2013,Bangalore,1,0,0,No,5,0,1891
70,Bachelors,2017,New Delhi,2,0,0,No,2,0,1899
25,Masters,2017,New Delhi,2,0,1,Yes,2,1,1907
55,Bachelors,2014,Pune,2,0,0,No,1,1,1921
65,PHD,2013,Bangalore,2,0,1,No,3,1,1944
55,Bachelors,2015,New Delhi,2,0,0,No,2,1,1949
55,Masters,2015,New Delhi,2,0,0,No,5,1,1950
70,Bachelors,2017,New Delhi,2,0,1,No,4,0,1951
70,Masters,2017,New Delhi,2,0,1,No,3,0,1966
70,Bachelors,2017,Bangalore,1,0,1,No,2,0,1982
70,Bachelors,2017,New Delhi,2,0,1,No,3,0,1983
55,Bachelors,2014,Pune,2,0,0,No,5,1,1985
70,Bachelors,2017,Pune,2,0,1,No,4,0,1993
55,Bachelors,2015,Pune,2,0,0,No,2,1,2005
70,Masters,2017,Pune,2,0,0,No,4,0,2013
35,PHD,2018,New Delhi,2,0,0,No,1,1,2020
55,Masters,2013,New Delhi,2,0,0,No,2,1,2024
70,Masters,2017,Pune,2,0,0,No,2,0,2028
70,Masters,2017,New Delhi,2,0,0,No,2,0,2042
55,Bachelors,2012,Bangalore,2,0,0,No,5,1,2052
70,Masters,2017,New Delhi,2,0,1,No,2,0,2058
70,Masters,2017,New Delhi,2,0,1,No,2,0,2060
25,Masters,2017,New Delhi,2,0,0,No,5,1,2065
55,Bachelors,2014,Pune,2,0,0,No,2,1,2068
110,PHD,2015,New Delhi,2,0,0,Yes,1,0,2071
55,Bachelors,2013,Pune,2,0,0,No,1,1,2082
25,Masters,2017,Pune,2,0,1,No,5,1,2086
25,Masters,2017,Pune,2,0,1,No,4,1,2100
55,Bachelors,2014,Bangalore,1,0,1,Yes,2,1,2106
100,Bachelors,2014,Pune,2,0,1,No,4,0,2111
55,Masters,2015,New Delhi,1,0,1,Yes,5,1,2119
70,Masters,2017,Pune,2,0,1,No,5,0,2121
55,Bachelors,2015,Pune,2,0,0,No,5,1,2125
55,Bachelors,2014,Pune,2,0,0,No,1,1,2127
25,Masters,2017,Bangalore,2,0,1,Yes,4,1,2130
100,Bachelors,2013,Bangalore,1,0,1,No,1,0,2132
25,Bachelors,2017,Pune,2,0,0,No,4,1,2136
55,Bachelors,2015,Pune,2,0,0,No,4,1,2138
100,Bachelors,2012,Bangalore,1,0,0,No,5,0,2155
55,Bachelors,2015,Pune,1,0,0,No,2,1,2157
55,Bachelors,2015,Pune,2,0,0,No,1,1,2158
55,Bachelors,2014,Pune,2,0,0,No,5,1,2163
55,Bachelors,2015,Pune,2,0,0,No,2,1,2171
70,Masters,2017,New Delhi,2,0,1,No,5,0,2174
55,Masters,2012,New Delhi,1,0,0,No,2,1,2176
55,Bachelors,2014,Pune,2,0,1,No,2,1,2193
55,Bachelors,2015,Pune,2,0,0,Yes,4,1,2202
55,Bachelors,2013,Bangalore,2,0,0,No,1,1,2207
55,Bachelors,2015,Pune,2,0,0,Yes,1,1,2212
25,Masters,2017,Pune,2,0,0,No,4,1,2226
100,Bachelors,2013,Bangalore,1,0,1,No,1,0,2235
100,Bachelors,2014,Pune,1,0,1,No,1,0,2237
25,Masters,2017,New Delhi,2,0,1,No,5,1,2242
100,Bachelors,2014,Pune,1,0,1,No,4,0,2249
70,Masters,2017,New Delhi,2,0,0,No,2,0,2253
55,Bachelors,2014,Pune,2,0,0,No,2,1,2281
70,Masters,2017,New Delhi,2,0,1,No,4,0,2287
55,Bachelors,2015,Pune,2,0,0,Yes,2,1,2295
100,Bachelors,2012,Bangalore,1,0,0,No,5,0,2296
70,Masters,2017,New Delhi,2,0,1,No,2,0,2305
70,Masters,2017,Bangalore,1,0,1,No,5,0,2307
55,Bachelors,2015,Pune,2,0,0,No,5,1,2320
25,Masters,2017,New Delhi,2,0,1,No,4,1,2323
70,Masters,2017,New Delhi,2,0,1,Yes,2,0,2328
70,Masters,2017,New Delhi,2,0,1,No,2,0,2333
25,Masters,2017,New Delhi,2,0,1,Yes,4,1,2343
100,Bachelors,2013,Bangalore,1,0,0,No,1,0,2347
25,Masters,2017,Pune,2,0,0,No,2,1,2349
55,Bachelors,2015,Pune,2,0,0,No,1,1,2352
25,Masters,2017,New Delhi,2,0,0,Yes,4,1,2355
70,Masters,2017,New Delhi,2,0,0,No,1,0,2356
55,Bachelors,2015,Pune,2,0,0,No,2,1,2360
70,Masters,2017,New Delhi,2,0,0,No,2,0,2367
70,Bachelors,2017,New Delhi,2,0,0,No,1,0,2369
70,Masters,2017,New Delhi,2,0,0,Yes,2,0,2375
70,Masters,2017,Pune,2,0,1,Yes,2,0,2385
100,Bachelors,2013,Pune,2,0,1,No,4,0,2392
70,Masters,2017,New Delhi,2,0,0,No,2,0,2394
25,Masters,2017,New Delhi,2,0,0,No,1,1,2397
55,Masters,2015,Pune,2,0,0,No,2,1,2403
70,Masters,2017,New Delhi,2,0,1,No,2,0,2404
100,Masters,2015,Pune,2,0,0,No,1,0,2405
70,Masters,2017,Pune,2,0,0,No,2,0,2412
55,Bachelors,2015,Bangalore,2,0,0,No,5,1,2418
70,Masters,2017,Bangalore,2,0,1,No,5,0,2420
55,Bachelors,2016,Pune,2,0,0,No,2,1,2422
25,Masters,2018,New Delhi,1,0,0,No,4,1,2434
55,Bachelors,2013,Pune,2,0,0,No,5,1,2436
110,PHD,2012,New Delhi,1,0,0,No,2,0,2483
25,Masters,2017,New Delhi,2,0,1,No,5,1,2522
55,Bachelors,2014,Bangalore,1,0,1,No,5,1,2527
70,Masters,2017,New Delhi,2,0,1,No,2,0,2548
25,Bachelors,2017,New Delhi,2,0,1,No,3,1,2551
55,Bachelors,2015,Pune,2,0,0,No,4,1,2557
25,Bachelors,2017,Bangalore,1,0,0,No,0,1,2569
55,Masters,2013,New Delhi,1,0,0,No,2,1,2573
70,Bachelors,2017,New Delhi,2,0,0,No,4,0,2581
25,Bachelors,2017,Pune,2,0,0,No,1,1,2619
55,Bachelors,2015,Pune,2,0,0,No,0,1,2626
25,Masters,2017,New Delhi,2,0,0,No,5,1,2627
70,Bachelors,2017,Pune,2,0,1,No,5,0,2645
100,Bachelors,2015,Bangalore,1,0,1,No,4,0,2651
55,Bachelors,2013,Bangalore,2,0,1,No,0,1,2652
70,Bachelors,2017,New Delhi,2,0,1,No,5,0,2664
55,Bachelors,2013,Pune,2,0,1,No,1,1,2669
55,Bachelors,2015,Pune,2,0,0,Yes,5,1,2672
70,Bachelors,2017,Pune,2,0,1,No,4,0,2679
55,Bachelors,2015,Pune,2,0,0,No,4,1,2682
55,Masters,2013,New Delhi,2,0,1,No,4,1,2684
70,Masters,2017,New Delhi,2,0,0,No,2,0,2690
70,Masters,2017,Bangalore,2,0,1,No,3,0,2697
55,Bachelors,2015,Pune,2,0,0,Yes,5,1,2705
25,Masters,2017,Pune,2,0,1,Yes,5,1,2718
55,Bachelors,2015,Pune,1,0,0,No,0,1,2719
55,Bachelors,2012,Pune,2,0,0,No,2,1,2726
70,Bachelors,2017,Pune,2,0,1,No,5,0,2744
25,Bachelors,2017,Pune,2,0,0,No,4,1,2750
55,Bachelors,2015,Pune,2,0,0,No,1,1,2768
55,Masters,2013,New Delhi,2,0,1,No,4,1,2769
70,Bachelors,2017,Bangalore,1,0,1,No,2,0,2788
55,Bachelors,2013,Pune,1,0,0,Yes,1,1,2790
70,Bachelors,2017,New Delhi,2,0,0,No,4,0,2802
55,Masters,2013,Bangalore,1,0,0,No,2,1,2803
70,Bachelors,2017,New Delhi,2,0,1,No,4,0,2810
70,Masters,2017,New Delhi,2,0,0,No,2,0,2818
55,Bachelors,2015,Pune,2,0,0,No,4,1,2819
70,Masters,2017,New Delhi,2,0,0,No,2,0,2847
70,Masters,2017,Pune,2,0,1,No,5,0,2856
55,Bachelors,2015,Pune,2,0,0,Yes,5,1,2858
70,Masters,2017,Pune,2,0,1,No,2,0,2863
100,Masters,2015,Pune,2,0,0,No,5,0,2864
55,Bachelors,2012,Pune,2,0,0,No,5,1,2869
70,Bachelors,2017,New Delhi,2,0,0,No,4,0,2873
70,Bachelors,2017,Pune,2,0,1,No,3,0,2876
25,Bachelors,2017,New Delhi,2,0,1,No,1,1,2877
55,Bachelors,2016,Pune,2,0,0,No,1,1,2883
70,Bachelors,2017,New Delhi,2,0,1,No,2,0,2896
100,Bachelors,2016,New Delhi,1,0,0,No,1,0,2898
70,Bachelors,2017,New Delhi,2,0,0,No,5,0,2908
25,Masters,2017,New Delhi,2,0,1,No,4,1,2917
55,Bachelors,2013,Pune,2,0,0,No,0,1,2921
55,Bachelors,2015,Pune,2,0,0,No,0,1,2924
25,Masters,2017,Bangalore,2,0,1,No,5,1,2938
55,Bachelors,2013,Bangalore,2,0,0,No,4,1,2945
55,Bachelors,2012,Pune,2,0,0,No,5,1,2946
70,Bachelors,2017,New Delhi,2,0,0,No,4,0,2967
100,Bachelors,2014,Bangalore,1,0,0,No,5,0,2969
55,Bachelors,2013,New Delhi,2,0,0,No,4,1,2972
110,PHD,2015,New Delhi,2,0,0,No,5,0,2977
55,Bachelors,2013,Pune,2,0,0,No,4,1,2994
55,Bachelors,2013,Pune,1,0,0,No,0,1,2995
70,Bachelors,2017,New Delhi,2,0,1,No,0,0,3004
55,Bachelors,2014,Pune,2,0,0,No,3,1,3029
70,Bachelors,2017,Pune,2,0,0,No,0,0,3030
25,Masters,2017,New Delhi,2,0,0,No,0,1,3031
55,Masters,2012,Bangalore,2,0,1,No,3,1,3033
70,Bachelors,2017,New Delhi,2,1,0,No,3,0,3034
70,Masters,2017,New Delhi,2,0,1,No,5,0,3037
25,Bachelors,2018,Pune,2,0,0,No,0,1,3045
100,Masters,2015,Pune,2,0,0,No,1,0,3058
70,Bachelors,2017,New Delhi,2,0,0,No,0,0,3062
25,Masters,2017,New Delhi,2,0,1,No,4,1,3068
55,Bachelors,2015,Pune,2,0,0,No,0,1,3078
55,Bachelors,2015,Pune,2,0,0,Yes,4,1,3083
55,Bachelors,2015,Pune,2,0,0,No,4,1,3089
55,Bachelors,2015,Pune,2,0,0,Yes,2,1,3112
100,Masters,2015,Pune,2,0,0,No,1,0,3116
70,Bachelors,2017,New Delhi,2,0,1,No,2,0,3118
100,Masters,2015,Pune,1,1,0,No,1,0,3120
70,Bachelors,2017,New Delhi,2,0,0,No,5,0,3122
55,Masters,2013,New Delhi,2,0,0,No,2,1,3128
55,Bachelors,2014,Pune,2,0,1,No,2,1,3134
70,Masters,2017,New Delhi,2,0,1,No,5,0,3142
25,Masters,2017,New Delhi,2,0,0,No,2,1,3194
55,Bachelors,2012,Bangalore,1,0,1,No,1,1,3199
55,Masters,2015,Pune,2,0,1,No,4,1,3206
55,Bachelors,2015,Pune,2,0,0,No,0,1,3209
55,Bachelors,2015,Pune,2,0,1,No,3,1,3215
100,Bachelors,2015,Bangalore,1,0,1,No,5,0,3235
25,Bachelors,2017,Pune,2,1,0,No,2,1,3239
70,Bachelors,2017,Pune,2,0,1,No,3,0,3241
100,Bachelors,2015,Bangalore,1,1,1,No,2,0,3250
55,Bachelors,2013,Pune,2,0,0,No,1,1,3266
70,Bachelors,2017,Bangalore,1,0,1,No,0,0,3267
55,Bachelors,2012,Pune,2,0,1,No,1,1,3274
110,PHD,2013,New Delhi,1,0,0,No,3,0,3276
25,Masters,2017,New Delhi,2,1,0,No,2,1,3289
55,Bachelors,2015,Pune,2,0,0,No,1,1,3296
100,Bachelors,2016,Bangalore,1,0,1,No,2,0,3303
55,Bachelors,2015,Pune,2,0,0,No,3,1,3309
55,Bachelors,2014,Pune,2,0,0,No,5,1,3331
55,Bachelors,2015,Pune,2,1,0,No,2,1,3344
70,Bachelors,2018,Bangalore,1,0,1,Yes,1,0,3359
25,Bachelors,2017,Bangalore,2,0,1,No,2,1,3365
55,Bachelors,2015,Pune,2,0,0,No,3,1,3376
55,Masters,2013,New Delhi,2,0,1,No,2,1,3379
70,Masters,2017,Pune,2,0,1,No,2,0,3390
25,Masters,2017,Pune,2,0,1,No,3,1,3402
70,Bachelors,2017,New Delhi,2,0,1,No,3,0,3414
55,Bachelors,2016,Bangalore,1,0,1,Yes,2,1,3415
65,PHD,2013,Bangalore,2,1,1,No,2,1,3423
100,Masters,2015,Pune,1,0,0,No,0,0,3441
70,Bachelors,2017,Pune,2,0,1,No,2,0,3467
70,Bachelors,2017,New Delhi,2,0,0,No,5,0,3476
55,Bachelors,2013,Pune,2,0,0,No,1,1,3482
25,Bachelors,2017,Pune,2,0,0,No,4,1,3483
70,Masters,2017,New Delhi,2,0,1,No,3,0,3496
70,Masters,2017,Bangalore,2,1,0,Yes,2,0,3505
55,Bachelors,2015,Pune,2,0,0,Yes,1,1,3508
70,Masters,2017,New Delhi,2,1,1,No,2,0,3512
100,Masters,2015,Pune,2,0,0,No,4,0,3516
70,Masters,2017,New Delhi,2,0,0,No,1,0,3551
55,Bachelors,2014,Pune,1,1,0,No,1,1,3565
70,Masters,2017,New Delhi,2,0,0,Yes,2,0,3571
25,Bachelors,2017,Pune,2,0,0,No,5,1,3574
70,Masters,2017,New Delhi,1,1,0,No,0,0,3580
55,Bachelors,2015,Pune,2,0,0,No,3,1,3600
55,Bachelors,2013,Pune,2,0,0,No,3,1,3607
70,Masters,2017,New Delhi,1,1,1,No,0,0,3644
70,Masters,2017,Bangalore,2,0,1,No,2,0,3647
55,Bachelors,2016,Pune,2,0,0,No,2,1,3650
25,Bachelors,2018,Pune,2,0,0,No,3,1,3665
55,Bachelors,2015,Pune,1,0,0,No,3,1,3671
55,Bachelors,2014,Pune,2,1,0,No,3,1,3676
100,Bachelors,2014,Bangalore,1,0,0,No,5,0,3678
100,Bachelors,2013,Bangalore,1,0,1,No,4,0,3701
70,Bachelors,2017,Pune,2,0,1,No,3,0,3711
