Score,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,ID
55,Bachelors,2014,Pune,1,0,0,No,4,1,614
60,Masters,2017,Bangalore,1,0,1,No,4,0,1681
110,PHD,2015,New Delhi,1,0,1,No,2,0,2064
70,Masters,2017,New Delhi,1,0,0,No,0,0,3604
55,Bachelors,2014,Pune,1,0,0,No,4,1,116
45,Bachelors,2014,Bangalore,1,0,1,No,4,1,2630
100,Masters,2015,Pune,1,0,0,No,1,0,4144
15,Masters,2017,Bangalore,1,0,0,No,4,1,365
90,Bachelors,2014,Bangalore,1,0,1,No,4,0,1293
70,Masters,2017,Pune,1,0,1,No,0,0,1626
55,Bachelors,2015,Pune,1,0,0,No,1,1,3914
90,Bachelors,2014,Bangalore,1,0,0,No,3,0,36
90,Bachelors,2014,Bangalore,1,0,1,No,1,0,2476
100,Masters,2013,Pune,1,0,1,No,1,0,2978
110,Bachelors,2017,Bangalore,1,0,0,No,5,0,2936
60,Bachelors,2017,Bangalore,1,0,0,No,4,0,680
55,Bachelors,2014,Pune,1,0,0,No,4,1,2868
90,Bachelors,2014,Bangalore,1,0,0,No,1,0,77
55,Bachelors,2013,New Delhi,1,0,0,No,3,1,1765
90,Bachelors,2015,Bangalore,1,1,1,No,1,0,3874
90,Bachelors,2012,Bangalore,1,0,0,No,2,0,2274
55,Bachelors,2014,Pune,1,0,0,No,3,1,1786
90,Bachelors,2013,Bangalore,1,0,0,No,2,0,776
110,Bachelors,2012,New Delhi,1,0,0,No,5,0,1142
25,Bachelors,2017,New Delhi,1,0,0,No,1,1,3190
45,Bachelors,2016,Bangalore,1,0,0,No,0,1,4642
55,Masters,2013,Pune,1,0,1,No,2,1,130
45,Bachelors,2014,Bangalore,1,0,1,No,2,1,2318
25,Masters,2018,New Delhi,1,0,1,Yes,2,1,468
55,Bachelors,2016,Pune,1,0,0,No,4,1,350
60,Bachelors,2017,Bangalore,1,0,1,Yes,0,0,4068
110,Masters,2015,Pune,1,0,0,No,5,0,551
110,Bachelors,2013,Bangalore,1,0,1,No,6,0,3988
110,Bachelors,2015,Bangalore,1,0,1,No,5,0,1605
55,Bachelors,2015,Pune,1,0,0,No,0,1,2641
55,Bachelors,2013,Pune,1,0,0,No,4,1,1532
100,Bachelors,2016,Pune,1,0,1,No,2,0,4333
70,Masters,2017,Pune,1,0,1,No,0,0,3625
55,Bachelors,2014,Pune,1,0,0,No,4,1,4188
110,Masters,2017,New Delhi,1,0,1,No,5,0,1959
110,Bachelors,2012,Pune,1,0,1,No,5,0,2456
110,Bachelors,2012,New Delhi,1,0,0,No,5,1,2717
55,Bachelors,2015,Pune,1,0,0,No,3,1,1295
110,Bachelors,2014,Bangalore,1,0,1,No,5,0,3147
55,Bachelors,2013,Pune,1,0,0,No,4,1,2327
70,Masters,2018,New Delhi,1,0,0,No,2,0,2362
90,Bachelors,2014,Bangalore,1,0,0,No,2,0,2366
70,Bachelors,2018,Pune,1,0,1,Yes,4,0,1869
90,Bachelors,2013,Bangalore,1,0,1,No,2,0,1571
90,Bachelors,2015,Bangalore,1,0,1,No,3,0,1243
100,Bachelors,2016,New Delhi,1,0,0,Yes,3,0,4542
60,Bachelors,2017,Bangalore,1,0,1,No,3,0,16
55,Bachelors,2015,Pune,1,0,0,No,0,1,4071
100,Bachelors,2013,New Delhi,1,0,0,No,1,0,3479
70,Masters,2017,New Delhi,1,0,1,No,2,0,2801
55,Bachelors,2013,Pune,1,0,0,Yes,0,1,4491
90,Bachelors,2012,Bangalore,1,0,0,No,1,0,3766
45,Bachelors,2013,Bangalore,1,0,0,No,2,1,1737
110,Bachelors,2013,Bangalore,1,0,0,No,5,0,4125
90,Bachelors,2012,Bangalore,1,0,1,No,3,0,3097
60,Bachelors,2017,Bangalore,1,0,1,No,3,0,1422
