Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,ID
Masters,2016,New Delhi,1,1,1,0,5,0,132
Masters,2017,Bangalore,1,1,1,0,4,0,133
Masters,2017,New Delhi,0,1,1,0,2,0,134
Masters,2018,New Delhi,1,1,1,0,4,1,135
Masters,2017,New Delhi,0,1,0,0,3,1,136
Bachelors,2012,Pune,1,1,1,0,2,0,137
Bachelors,2017,New Delhi,1,1,1,0,2,0,138
Bachelors,2013,Bangalore,1,1,1,0,4,0,139
Masters,2013,New Delhi,1,1,1,0,5,1,140
Bachelors,2017,Pune,0,1,0,0,2,1,141
Bachelors,2017,New Delhi,1,1,0,0,2,0,142
Bachelors,2016,Bangalore,1,1,1,0,4,0,143
Bachelors,2013,Bangalore,1,1,0,0,5,0,144
Masters,2015,Pune,0,1,0,0,3,0,145
Bachelors,2014,Bangalore,1,1,1,0,3,0,146
Bachelors,2016,Pune,1,1,1,0,1,0,147
Masters,2013,Bangalore,0,1,1,0,3,1,148
Bachelors,2015,Pune,1,1,1,0,4,0,149
Bachelors,2018,New Delhi,1,1,0,0,5,1,150
Bachelors,2016,Bangalore,1,1,1,0,2,1,151
Bachelors,2012,Pune,0,1,0,0,2,1,152
Bachelors,2014,Bangalore,1,1,1,0,4,0,153
Bachelors,2016,Pune,0,1,0,0,2,1,154
Masters,2012,New Delhi,1,1,0,0,4,0,155
Bachelors,2013,Bangalore,1,1,0,0,3,0,156
Bachelors,2012,Bangalore,1,1,1,0,2,1,157
Bachelors,2015,Bangalore,1,1,1,0,3,1,158
Bachelors,2016,Bangalore,1,1,1,0,3,0,159
Bachelors,2014,Bangalore,1,1,0,0,3,0,160
Bachelors,2013,Bangalore,1,1,0,0,4,0,161
Masters,2017,New Delhi,1,1,0,0,2,1,162
Bachelors,2016,Bangalore,1,1,1,0,3,1,163
Bachelors,2015,Bangalore,1,1,1,0,3,0,164
Bachelors,2014,Bangalore,1,1,1,0,5,0,165
Bachelors,2012,Bangalore,1,1,1,0,2,0,166
Bachelors,2014,Bangalore,1,1,1,0,3,0,167
Bachelors,2015,Bangalore,1,1,1,0,3,0,168
Masters,2015,New Delhi,1,1,1,0,4,1,169
Bachelors,2014,New Delhi,1,1,0,0,1,0,170
Bachelors,2015,Pune,1,1,1,0,3,0,171
Masters,2015,Pune,0,1,0,0,2,0,172
Bachelors,2014,Bangalore,1,1,0,0,5,0,173
Bachelors,2013,Bangalore,1,1,1,0,4,0,174
Bachelors,2016,Bangalore,1,1,1,0,4,0,175
Bachelors,2012,Bangalore,1,1,1,0,3,0,176
Bachelors,2015,Bangalore,1,1,1,0,3,0,177
Bachelors,2014,New Delhi,1,1,0,0,2,0,178
Bachelors,2012,Bangalore,1,1,1,0,5,1,179
Masters,2017,New Delhi,1,1,1,0,5,1,180
Bachelors,2015,Pune,1,1,1,0,5,0,181
Bachelors,2018,Bangalore,1,1,1,0,2,1,182
Masters,2017,New Delhi,1,1,1,0,5,1,183
Masters,2017,New Delhi,0,1,0,0,1,1,184
Masters,2017,Pune,0,1,1,0,2,1,185
Masters,2016,New Delhi,1,1,0,0,3,1,186
PHD,2015,New Delhi,1,1,0,0,1,0,187
Bachelors,2017,New Delhi,0,1,1,0,4,0,188
Bachelors,2013,Bangalore,0,1,1,0,5,0,189
Bachelors,2015,Bangalore,1,1,1,0,4,0,190
Bachelors,2015,Bangalore,1,1,1,0,4,0,191
Bachelors,2013,Bangalore,1,1,1,0,1,0,192
Bachelors,2015,Bangalore,1,1,0,0,5,0,193
Bachelors,2013,New Delhi,1,1,0,0,3,0,194
Bachelors,2013,Pune,1,1,1,0,1,0,195
Bachelors,2017,Pune,1,1,1,0,2,0,196
Bachelors,2013,New Delhi,1,1,0,0,5,0,197
Bachelors,2015,Bangalore,1,1,1,1,2,0,198
Bachelors,2015,Pune,1,1,1,0,3,0,199
Bachelors,2014,Pune,0,1,0,0,3,1,200
Bachelors,2014,Bangalore,1,1,1,0,3,0,201
Bachelors,2017,Bangalore,1,1,1,0,5,0,202
Bachelors,2014,Pune,0,1,0,0,4,1,203
PHD,2013,New Delhi,1,1,1,0,2,0,204
Bachelors,2015,Pune,0,1,0,0,4,1,205
Bachelors,2017,Bangalore,1,1,1,0,3,0,206
Masters,2013,Pune,0,1,1,0,5,1,207
Masters,2017,Bangalore,1,1,1,0,2,0,208
Bachelors,2012,Bangalore,1,1,1,0,3,1,209
Bachelors,2017,Bangalore,1,1,1,0,5,0,210
Masters,2017,Pune,0,1,0,0,5,0,211
Masters,2013,Bangalore,0,1,0,0,2,1,212
Masters,2017,Pune,1,1,1,0,1,1,213
Bachelors,2018,Bangalore,1,1,0,0,5,1,214
Bachelors,2014,New Delhi,1,1,0,0,3,0,215
Masters,2017,New Delhi,1,1,1,0,5,1,216
Masters,2013,New Delhi,1,1,1,0,4,1,217
Bachelors,2013,Pune,0,1,0,0,3,1,218
Masters,2012,New Delhi,1,1,1,0,4,1,219
Bachelors,2016,Bangalore,1,1,1,0,3,1,220
Bachelors,2013,Pune,0,1,1,0,4,0,221
Bachelors,2018,Bangalore,1,1,0,0,2,1,222
Bachelors,2013,Bangalore,1,1,1,0,5,0,223
Bachelors,2015,Pune,0,1,0,1,2,1,224
Bachelors,2013,Pune,1,1,1,0,2,0,225
Bachelors,2015,Pune,0,1,0,1,5,1,226
Bachelors,2018,Bangalore,1,1,1,0,3,1,227
Bachelors,2014,Pune,0,1,0,0,5,1,228
Bachelors,2013,Pune,1,1,1,0,2,0,229
Bachelors,2014,Pune,1,1,1,0,2,0,230
PHD,2015,New Delhi,0,1,0,0,3,0,231
Bachelors,2014,Bangalore,1,1,1,1,4,0,232
Bachelors,2018,Bangalore,1,1,1,0,2,1,233
Masters,2015,Pune,0,1,0,0,3,0,234
Bachelors,2015,Bangalore,1,1,1,0,2,0,235
Bachelors,2014,New Delhi,1,1,0,0,2,0,236
Masters,2017,Bangalore,0,1,0,0,4,1,237
Bachelors,2012,New Delhi,1,1,1,0,1,0,238
Masters,2017,Pune,0,1,0,0,4,0,239
Bachelors,2016,Pune,1,1,1,0,3,0,240
Bachelors,2017,New Delhi,1,1,1,0,2,1,241
Bachelors,2013,Pune,0,1,0,0,3,1,242
Bachelors,2014,Bangalore,1,1,0,0,3,1,243
Bachelors,2014,Bangalore,1,1,1,0,3,0,244
Bachelors,2014,Pune,0,1,0,0,2,1,245
Bachelors,2015,Bangalore,1,1,1,0,2,1,246
Bachelors,2015,Bangalore,1,1,1,0,5,0,247
Bachelors,2016,Pune,1,1,1,0,4,0,248
Masters,2015,New Delhi,1,1,0,0,4,1,249
Bachelors,2016,Bangalore,0,1,0,0,2,0,250
Bachelors,2014,Bangalore,1,1,1,1,3,0,251
Bachelors,2014,Bangalore,1,1,1,0,5,0,252
Bachelors,2017,Bangalore,1,1,1,0,2,0,253
Masters,2018,New Delhi,1,1,0,1,2,1,254
Bachelors,2017,Pune,0,1,1,0,3,0,255
Bachelors,2018,Pune,0,1,0,0,2,1,256
Masters,2017,New Delhi,0,1,0,0,1,0,257
Bachelors,2013,New Delhi,0,1,0,0,5,0,258
Bachelors,2017,New Delhi,0,1,0,0,5,0,259
Bachelors,2017,Bangalore,1,1,1,0,1,0,260
Bachelors,2016,Pune,0,1,0,0,5,1,261
Masters,2018,Bangalore,1,1,1,0,2,1,262
Bachelors,2012,Pune,0,1,1,0,4,0,263
Bachelors,2016,Bangalore,1,1,1,0,4,0,264
Masters,2016,New Delhi,0,1,1,0,5,0,265
Bachelors,2015,New Delhi,1,1,0,0,4,0,266
Bachelors,2012,Bangalore,1,1,1,1,5,0,267
Bachelors,2013,Bangalore,1,1,1,1,2,1,268
Bachelors,2018,Bangalore,1,1,0,0,4,1,269
Masters,2017,Pune,0,1,0,0,4,1,270
Masters,2017,New Delhi,0,1,0,0,2,0,271
Bachelors,2013,Pune,1,1,1,0,1,0,272
Masters,2013,New Delhi,1,1,1,0,3,0,273
Bachelors,2018,Bangalore,1,1,0,1,1,1,274
Bachelors,2013,Pune,1,1,0,0,5,1,275
Bachelors,2012,Bangalore,1,1,1,0,3,0,276
Bachelors,2014,Bangalore,1,1,1,0,1,0,277
Bachelors,2017,New Delhi,1,1,0,0,3,0,278
Masters,2017,New Delhi,0,1,1,1,2,0,279
Bachelors,2014,Bangalore,1,1,1,0,3,0,280
Masters,2017,New Delhi,1,1,1,0,4,0,281
Bachelors,2015,Pune,0,1,0,0,3,1,282
Masters,2013,New Delhi,1,1,1,0,5,0,283
PHD,2014,Bangalore,1,1,0,0,2,0,284
Masters,2017,New Delhi,0,1,0,0,5,0,285
Bachelors,2018,Bangalore,1,1,1,0,4,1,286
Bachelors,2012,Bangalore,1,1,1,0,4,0,287
Masters,2015,Pune,1,1,0,0,5,1,288
Bachelors,2018,Bangalore,1,1,1,0,4,1,289
Bachelors,2016,Bangalore,1,1,1,0,2,0,290
Masters,2017,New Delhi,0,1,0,0,3,0,291
Bachelors,2017,New Delhi,0,1,1,0,1,0,292
Bachelors,2012,New Delhi,1,1,0,0,5,0,293
Masters,2013,New Delhi,1,1,1,0,4,1,294
Bachelors,2015,Bangalore,1,1,0,1,4,1,295
Bachelors,2014,Pune,1,1,1,0,2,0,296
Bachelors,2016,Bangalore,1,1,0,0,2,1,297
Bachelors,2012,Bangalore,1,1,1,0,3,0,298
Bachelors,2012,Bangalore,1,1,1,0,5,0,299
Bachelors,2013,Bangalore,1,1,1,0,4,0,300
Bachelors,2014,New Delhi,1,1,0,0,1,0,301
Bachelors,2014,New Delhi,1,1,0,1,5,0,302
Bachelors,2015,Pune,1,1,0,1,4,1,303
Masters,2014,New Delhi,1,1,1,0,4,1,304
PHD,2015,New Delhi,1,1,0,0,3,0,305
Masters,2015,New Delhi,1,1,1,0,3,0,306
Bachelors,2012,Pune,1,1,1,0,5,0,307
Masters,2017,New Delhi,0,1,0,0,2,0,308
Bachelors,2016,Bangalore,1,1,1,0,2,0,309
Masters,2015,Pune,1,1,0,0,2,0,310
Bachelors,2017,Bangalore,1,1,0,0,2,0,311
Bachelors,2017,Pune,1,1,1,0,3,0,312
Bachelors,2017,Bangalore,0,1,1,0,3,0,313
Masters,2015,Pune,1,1,0,0,2,0,314
Bachelors,2017,Pune,1,1,1,0,4,0,315
Bachelors,2014,Pune,1,1,1,0,2,0,316
Bachelors,2014,Pune,1,1,0,0,3,1,317
Bachelors,2018,Pune,1,1,0,0,4,1,318
Bachelors,2016,Bangalore,1,1,1,0,5,0,319
Bachelors,2017,Bangalore,1,1,0,0,2,0,320
Bachelors,2012,Pune,1,1,1,0,2,0,321
Masters,2012,New Delhi,1,1,0,0,2,1,322
Bachelors,2013,Bangalore,1,1,1,0,4,0,323
Bachelors,2015,New Delhi,1,1,0,1,4,0,324
Bachelors,2017,Bangalore,1,1,1,0,1,0,325
Bachelors,2018,Pune,1,1,1,1,3,1,326
Masters,2017,New Delhi,1,1,1,0,2,0,327
Bachelors,2013,Bangalore,1,1,1,0,2,1,328
Bachelors,2017,Bangalore,1,1,1,0,2,0,329
Masters,2017,New Delhi,0,1,0,0,3,1,330
Bachelors,2013,Pune,0,1,0,0,1,1,331
Bachelors,2015,Bangalore,1,1,0,0,2,0,332
Bachelors,2016,Pune,1,1,1,0,4,0,333
Bachelors,2015,New Delhi,0,1,0,0,5,1,334
Bachelors,2018,Bangalore,1,1,0,0,2,1,335
Bachelors,2013,Bangalore,1,1,0,0,5,0,336
Bachelors,2013,Bangalore,1,1,1,1,2,0,337
Bachelors,2013,Bangalore,1,1,0,0,2,0,338
Bachelors,2013,Bangalore,1,1,1,0,5,0,339
Bachelors,2017,Bangalore,1,1,0,0,4,0,340
Bachelors,2015,Bangalore,1,1,0,0,2,0,341
Bachelors,2012,Pune,1,1,0,0,2,1,342
Bachelors,2016,Bangalore,1,1,1,1,2,1,343
Bachelors,2012,Bangalore,1,1,1,0,3,0,344
Bachelors,2017,New Delhi,0,1,1,0,5,0,345
Bachelors,2012,Pune,0,1,0,0,5,1,346
Masters,2017,Pune,0,1,1,0,5,0,347
Bachelors,2017,Pune,0,1,1,0,2,1,348
Bachelors,2016,Pune,0,1,0,0,4,1,349
Bachelors,2015,Pune,1,1,0,0,4,1,350
Bachelors,2016,Bangalore,1,1,1,0,3,1,351
Bachelors,2012,Pune,1,1,1,0,4,0,352
Bachelors,2017,Bangalore,1,1,1,0,2,0,353
Bachelors,2012,Bangalore,1,1,1,0,3,0,354
Bachelors,2017,Bangalore,1,1,0,1,3,0,355
Masters,2017,Pune,0,1,1,0,4,0,356
Masters,2017,Pune,1,1,1,0,1,1,357
Masters,2015,Pune,0,1,0,0,3,1,358
Bachelors,2017,New Delhi,0,1,0,0,4,0,359
Bachelors,2017,New Delhi,0,1,1,0,4,0,360
Bachelors,2016,Bangalore,1,1,1,0,5,0,361
Bachelors,2017,New Delhi,1,1,0,0,5,0,362
Bachelors,2015,New Delhi,1,1,0,0,2,0,363
Masters,2017,Bangalore,0,1,0,0,4,1,364
Bachelors,2017,New Delhi,0,1,0,0,2,0,365
Bachelors,2015,Bangalore,1,1,1,0,2,0,366
Masters,2015,Pune,0,1,0,0,3,1,367
Bachelors,2014,Bangalore,1,1,0,0,3,0,368
Bachelors,2014,Bangalore,1,1,1,0,2,0,369
Bachelors,2017,Bangalore,1,1,1,0,3,0,370
Masters,2015,New Delhi,0,1,1,0,5,0,371
Bachelors,2014,Pune,0,1,0,0,4,1,372
Masters,2018,Bangalore,1,1,1,1,3,1,373
Bachelors,2016,Bangalore,1,1,0,0,3,0,374
Bachelors,2018,New Delhi,1,1,0,1,4,1,375
Bachelors,2015,Pune,0,1,0,0,2,1,376
Bachelors,2017,Bangalore,1,1,1,1,5,0,377
Bachelors,2014,Bangalore,1,1,1,0,4,0,378
Bachelors,2014,Bangalore,1,1,1,0,2,0,379
Bachelors,2016,Bangalore,1,1,1,0,2,0,380
Bachelors,2015,Pune,0,1,0,0,3,1,381
Bachelors,2013,Pune,1,1,1,0,5,0,382
Bachelors,2015,Bangalore,1,1,1,0,3,0,383
Bachelors,2014,Bangalore,1,1,1,0,4,0,384
Bachelors,2012,Bangalore,1,1,1,0,2,0,385
Bachelors,2013,Bangalore,1,1,1,0,5,0,386
Bachelors,2015,Bangalore,1,1,0,1,4,1,387
Bachelors,2015,Pune,1,1,1,0,2,0,388
Bachelors,2014,New Delhi,0,1,0,0,2,1,389
Bachelors,2013,Bangalore,1,1,1,0,2,0,390
Bachelors,2018,Bangalore,1,1,1,1,3,1,391
Bachelors,2015,Pune,1,1,1,0,5,0,392
Bachelors,2014,Pune,0,1,1,0,4,0,393
Bachelors,2016,Bangalore,1,1,1,0,3,1,394
PHD,2013,Bangalore,1,1,1,0,3,0,395
Bachelors,2014,Bangalore,1,1,1,0,3,0,396
Bachelors,2017,New Delhi,0,1,0,0,1,0,397
Bachelors,2015,Pune,0,1,0,0,4,1,398
Masters,2017,New Delhi,1,1,1,1,4,1,399
Bachelors,2014,Bangalore,1,1,1,0,5,0,400
Bachelors,2012,New Delhi,1,1,0,0,2,0,401
Bachelors,2017,New Delhi,0,1,1,0,2,0,402
Bachelors,2015,Bangalore,1,1,1,0,4,0,403
Bachelors,2012,Bangalore,1,1,0,0,4,0,404
Bachelors,2015,Bangalore,1,1,1,0,2,0,405
Masters,2014,Pune,1,1,1,0,3,0,406
Bachelors,2015,Bangalore,1,1,1,0,2,0,407
Bachelors,2016,Pune,1,1,1,0,2,0,408
Bachelors,2016,Bangalore,1,1,0,0,4,0,409
Bachelors,2015,Pune,0,1,0,1,3,1,410
Masters,2013,New Delhi,0,1,1,0,3,1,411
Bachelors,2017,Pune,1,1,1,0,3,0,412
Bachelors,2015,Pune,0,1,0,1,4,1,413
Masters,2015,Bangalore,0,1,0,0,4,1,414
Bachelors,2012,Pune,1,1,0,0,5,0,415
Masters,2017,New Delhi,1,1,1,1,2,0,416
Bachelors,2016,Pune,1,1,1,0,3,0,417
Bachelors,2016,Bangalore,1,1,1,0,2,0,418
Bachelors,2016,Pune,1,1,1,0,1,0,419
Bachelors,2013,New Delhi,1,1,0,1,5,0,420
Bachelors,2015,New Delhi,1,1,1,0,4,0,421
Bachelors,2016,Bangalore,1,1,1,0,5,0,422
Bachelors,2017,Pune,0,1,1,0,5,0,423
Bachelors,2012,Bangalore,1,1,1,0,5,0,424
PHD,2018,New Delhi,1,1,1,0,3,1,425
Bachelors,2014,Pune,1,1,1,0,5,0,426
Bachelors,2013,Bangalore,1,1,0,0,4,0,427
Masters,2017,Pune,0,1,0,0,2,1,428
PHD,2016,New Delhi,0,1,1,0,3,1,429
Masters,2014,New Delhi,1,1,1,0,4,1,430
Masters,2017,New Delhi,0,1,1,1,5,1,431
PHD,2013,New Delhi,1,1,1,0,5,0,432
Masters,2014,New Delhi,1,1,0,0,1,0,433
Bachelors,2017,Pune,1,1,1,0,5,0,434
Bachelors,2015,Pune,1,1,0,1,4,1,435
Masters,2014,Bangalore,1,1,1,0,4,1,436
Masters,2012,Pune,1,1,1,0,5,0,437
Bachelors,2017,Bangalore,1,1,1,0,4,0,438
Masters,2017,Pune,0,1,1,0,5,1,439
Bachelors,2017,Bangalore,1,1,1,0,5,0,440
Bachelors,2016,Bangalore,1,1,1,0,3,1,441
Bachelors,2016,Pune,1,1,1,1,5,0,442
Bachelors,2014,Pune,1,1,1,0,3,0,443
Bachelors,2017,Bangalore,1,1,1,0,1,0,444
Masters,2012,Pune,1,1,1,0,2,0,445
Bachelors,2014,Bangalore,1,1,1,1,3,0,446
Bachelors,2013,Pune,0,1,1,0,3,1,447
Bachelors,2012,Pune,1,1,1,0,5,0,448
Bachelors,2017,Bangalore,1,1,1,0,4,0,449
Bachelors,2013,Pune,1,1,1,0,4,0,450
Bachelors,2016,Bangalore,1,1,1,0,2,0,451
Bachelors,2014,Bangalore,1,1,0,0,3,0,452
Bachelors,2015,New Delhi,1,1,1,0,3,0,453
PHD,2012,Pune,1,1,1,0,2,0,454
Bachelors,2013,Bangalore,1,1,1,0,5,0,455
Bachelors,2015,Bangalore,1,1,1,0,3,0,456
Bachelors,2016,Bangalore,1,1,1,0,4,0,457
Masters,2015,New Delhi,1,1,0,0,2,0,458
Bachelors,2012,Bangalore,1,1,1,0,4,0,459
Bachelors,2013,Pune,1,1,1,0,2,0,460
Masters,2017,New Delhi,1,1,1,0,2,1,461
Bachelors,2014,Bangalore,0,1,1,1,3,0,462
Bachelors,2018,Bangalore,1,1,1,0,1,1,463
Bachelors,2017,Bangalore,1,1,1,1,3,0,464
Masters,2013,Bangalore,1,1,0,1,2,1,465
Bachelors,2013,Bangalore,1,1,1,1,4,0,466
Masters,2018,New Delhi,0,1,1,1,2,1,467
Bachelors,2012,Bangalore,1,1,1,0,3,0,468
PHD,2013,New Delhi,0,1,0,0,5,0,469
Masters,2018,New Delhi,1,1,1,1,2,1,470
Bachelors,2014,Bangalore,1,1,1,0,3,1,471
Bachelors,2014,Pune,1,1,1,0,5,0,472
Bachelors,2013,New Delhi,1,1,0,0,2,1,473
Bachelors,2015,Pune,0,1,0,0,1,1,474
Bachelors,2015,Pune,0,1,0,0,4,1,475
Bachelors,2017,New Delhi,0,1,0,0,3,0,476
Masters,2012,Pune,1,1,0,0,5,1,477
Masters,2017,Pune,1,1,0,1,3,1,478
Masters,2013,New Delhi,0,1,1,0,3,1,479
Masters,2017,New Delhi,0,1,1,0,5,1,480
Bachelors,2017,Bangalore,1,1,1,0,2,0,481
Bachelors,2016,Pune,0,1,0,0,2,1,482
Bachelors,2012,Bangalore,1,1,0,0,4,0,483
Bachelors,2012,Bangalore,1,1,1,0,2,1,484
Masters,2017,Pune,0,1,1,0,2,0,485
Bachelors,2015,Pune,0,1,0,1,3,1,486
Bachelors,2015,New Delhi,1,1,0,1,4,0,487
Bachelors,2013,Pune,0,1,1,1,2,1,488
Bachelors,2013,Pune,1,1,1,0,3,0,489
PHD,2015,New Delhi,0,1,0,0,1,0,490
Bachelors,2016,Pune,1,1,1,0,2,0,491
Bachelors,2017,Bangalore,1,1,0,0,2,0,492
Bachelors,2016,Bangalore,1,1,1,0,5,0,493
Bachelors,2017,Bangalore,1,1,0,0,3,0,494
Masters,2014,New Delhi,1,1,1,0,5,0,495
Bachelors,2016,Bangalore,1,1,1,0,5,0,496
