Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,ID
Bachelors,2015,Pune,3,0,0,No,3,1,2501
Bachelors,2017,New Delhi,2,0,0,No,2,1,1874
Bachelors,2017,New Delhi,2,0,0,No,5,0,505
Bachelors,2015,Bangalore,3,0,1,No,0,0,3270
Bachelors,2014,Pune,2,0,0,No,3,1,659
Bachelors,2016,Pune,2,0,0,No,5,1,3117
Bachelors,2016,Bangalore,3,0,1,Yes,3,0,785
Masters,2017,Pune,2,0,0,No,2,1,429
Masters,2013,New Delhi,3,1,0,No,2,1,3514
Bachelors,2016,Bangalore,3,1,1,No,0,1,3439
PHD,2015,New Delhi,3,0,0,No,5,0,2670
Bachelors,2014,Bangalore,3,0,1,No,4,0,994
Bachelors,2017,Bangalore,3,0,0,No,4,0,1707
Bachelors,2013,New Delhi,3,0,1,No,4,0,2503
Masters,2017,New Delhi,3,0,0,No,2,1,1218
Bachelors,2014,New Delhi,3,0,0,No,2,0,179
Bachelors,2017,Bangalore,3,0,1,No,5,0,2937
Masters,2017,Bangalore,2,1,1,Yes,2,1,3776
Masters,2013,Bangalore,3,0,1,No,5,1,2517
Bachelors,2016,Bangalore,3,0,1,No,4,0,176
Bachelors,2018,New Delhi,3,0,0,No,3,1,535
Bachelors,2014,Bangalore,3,0,1,No,4,0,4350
Bachelors,2015,Bangalore,3,0,1,No,5,0,1790
Bachelors,2017,Bangalore,3,0,1,No,4,0,2923
Bachelors,2014,Bangalore,3,0,1,No,5,0,4046
Masters,2017,Bangalore,3,1,0,No,4,0,3003
Bachelors,2016,Bangalore,3,0,1,Yes,4,0,1848
Bachelors,2013,Bangalore,3,0,1,No,5,0,2326
Masters,2017,Pune,2,0,1,No,5,0,348
Bachelors,2016,Bangalore,2,0,0,No,4,1,2686
Bachelors,2012,Pune,3,0,1,No,2,0,3165
Bachelors,2014,Bangalore,3,0,1,No,0,1,3944
Bachelors,2015,New Delhi,2,0,0,No,3,1,3714
Bachelors,2017,New Delhi,2,0,0,No,5,0,1757
Bachelors,2014,Pune,3,0,1,No,3,0,1905
Bachelors,2016,Bangalore,3,1,1,No,1,0,3115
Masters,2013,New Delhi,3,0,1,Yes,3,1,773
Bachelors,2015,Pune,2,0,0,No,2,1,631
Bachelors,2016,Pune,2,0,0,No,2,1,1504
Bachelors,2012,Pune,2,0,0,No,4,1,1000
Bachelors,2012,Bangalore,3,0,1,No,4,1,124
Bachelors,2014,Pune,2,0,0,No,3,1,201
Bachelors,2014,Bangalore,3,0,0,No,3,1,678
Bachelors,2018,Bangalore,3,0,1,No,4,1,905
Masters,2017,New Delhi,3,0,1,No,4,1,2227
Masters,2015,Pune,3,0,1,No,3,1,1417
Masters,2014,New Delhi,3,0,1,No,2,0,3452
Bachelors,2017,Bangalore,3,0,1,No,1,0,2925
Bachelors,2015,Pune,3,0,0,No,2,1,4611
Bachelors,2014,Bangalore,3,0,1,No,5,1,3457
Bachelors,2016,Bangalore,3,0,1,No,4,0,2374
Bachelors,2015,Bangalore,1,0,0,No,1,0,730
Bachelors,2015,Pune,3,0,0,No,2,1,1897
Bachelors,2015,Pune,3,0,0,No,1,1,2459
Bachelors,2013,Pune,2,0,0,No,1,1,2785
Bachelors,2016,Bangalore,3,0,1,No,5,0,320
Bachelors,2012,Bangalore,3,0,1,No,5,0,2468
Bachelors,2018,Bangalore,3,0,0,No,2,1,3894
Masters,2017,Pune,2,0,1,No,1,1,3634
Bachelors,2017,Bangalore,3,0,1,No,5,0,4412
Bachelors,2013,Bangalore,3,0,0,No,3,0,157
Bachelors,2015,Bangalore,3,0,0,No,5,0,194
Bachelors,2012,Bangalore,3,0,0,No,0,0,2862
Bachelors,2012,Bangalore,3,0,1,Yes,0,0,3719
Bachelors,2017,New Delhi,3,0,0,No,3,0,1283
Bachelors,2013,Pune,1,0,0,No,0,1,4459
Masters,2018,New Delhi,3,0,0,No,2,1,2976
Bachelors,2012,Pune,2,0,0,No,1,1,3640
Masters,2013,New Delhi,2,0,1,No,2,1,1357
Bachelors,2012,Pune,1,0,1,No,4,0,1665
Masters,2016,Pune,3,0,1,No,4,1,2837
Bachelors,2013,Bangalore,3,0,1,No,5,1,4042
Bachelors,2016,Bangalore,3,0,0,No,1,0,2439
Masters,2018,New Delhi,3,0,0,No,2,1,4398
Bachelors,2014,Bangalore,3,0,1,No,4,1,2585
Masters,2015,New Delhi,3,0,0,No,2,0,3579
Bachelors,2014,Pune,2,0,1,No,4,0,1608
Bachelors,2016,Bangalore,3,0,1,No,0,0,4226
Bachelors,2016,Bangalore,3,0,0,No,5,1,563
Bachelors,2013,Pune,2,0,0,No,5,1,2952
Bachelors,2016,Pune,3,0,1,No,4,0,2118
Bachelors,2013,Pune,2,0,1,Yes,5,0,4499
Bachelors,2017,New Delhi,2,0,1,No,6,0,3973
Masters,2017,Pune,2,0,0,No,1,0,2126
Bachelors,2013,Pune,2,0,1,Yes,5,0,783
Bachelors,2016,Bangalore,3,0,0,No,0,0,3252
Bachelors,2012,Bangalore,3,0,1,No,1,0,3912
Bachelors,2017,Pune,2,0,0,No,0,1,35
Masters,2014,New Delhi,1,0,1,No,1,0,2359
Bachelors,2015,Bangalore,3,0,1,No,2,0,408
Masters,2017,New Delhi,1,0,0,No,3,1,137
Bachelors,2016,Bangalore,3,0,1,No,3,0,1777
Bachelors,2016,Bangalore,3,0,1,No,2,0,3637
Bachelors,2017,Bangalore,3,0,1,No,4,0,3657
Masters,2017,Pune,3,0,0,No,2,0,1279
PHD,2017,New Delhi,3,0,1,No,5,0,2709
Masters,2017,New Delhi,2,0,0,No,4,0,4220
Bachelors,2012,Bangalore,3,0,0,Yes,0,0,2733
Bachelors,2012,Bangalore,3,0,0,No,3,1,4001
Bachelors,2014,New Delhi,3,0,1,No,1,0,2391
Bachelors,2015,Pune,2,0,0,Yes,5,1,227
Masters,2017,New Delhi,2,0,0,No,3,1,331
Bachelors,2017,New Delhi,2,0,0,No,4,0,4268
Bachelors,2013,Pune,3,0,0,Yes,4,0,855
Bachelors,2014,Bangalore,3,0,1,No,5,0,2860
Bachelors,2014,Bangalore,3,0,1,No,3,1,95
Bachelors,2017,New Delhi,3,0,1,No,1,0,2473
Bachelors,2013,Bangalore,1,1,1,No,2,0,3368
Bachelors,2013,Bangalore,3,0,1,No,2,1,1667
Bachelors,2017,Pune,2,0,0,No,2,1,1837
Masters,2017,Pune,3,0,1,No,1,0,3552
Bachelors,2014,Bangalore,3,0,1,No,1,0,1826
Masters,2014,New Delhi,3,0,1,Yes,2,1,4006
Bachelors,2014,Bangalore,3,0,0,Yes,5,0,54
Masters,2018,New Delhi,3,0,0,No,2,1,4515
Bachelors,2012,Bangalore,3,0,1,No,4,0,3125
Bachelors,2014,Bangalore,3,0,1,No,1,0,2017
Masters,2015,New Delhi,3,0,1,No,0,1,3424
Bachelors,2015,Bangalore,3,0,0,No,4,1,839
Bachelors,2018,Bangalore,3,0,1,No,2,1,2752
Bachelors,2013,New Delhi,3,0,0,No,5,1,2944
Bachelors,2015,Bangalore,3,0,0,No,5,0,1435
PHD,2016,New Delhi,3,0,0,No,2,0,832
Bachelors,2012,Bangalore,3,0,0,No,4,0,1308
Bachelors,2017,Pune,3,0,0,No,4,1,2006
PHD,2015,New Delhi,3,0,1,No,3,0,4280
PHD,2013,New Delhi,3,0,0,Yes,5,0,2139
Masters,2013,Pune,2,0,1,No,2,1,1403
Bachelors,2018,Bangalore,3,0,0,No,2,1,831
Bachelors,2017,Bangalore,3,0,1,No,2,0,1988
Bachelors,2013,New Delhi,3,0,0,No,3,1,2844
Bachelors,2012,Pune,3,0,1,No,3,0,1475
Bachelors,2015,Bangalore,3,0,0,No,5,1,2032
PHD,2013,Bangalore,1,0,1,No,4,0,632
Bachelors,2014,Bangalore,3,0,1,No,1,0,3332
Bachelors,2012,New Delhi,3,0,0,No,2,0,402
Bachelors,2014,Pune,3,0,1,No,4,0,1585
Bachelors,2015,Bangalore,1,0,1,No,3,0,4566
Masters,2014,New Delhi,3,0,1,No,3,0,876
Bachelors,2015,Bangalore,3,0,1,No,2,1,3732
Bachelors,2014,Bangalore,3,0,0,No,5,0,2683
Bachelors,2015,New Delhi,3,0,0,No,3,0,1856
Masters,2017,New Delhi,2,0,0,No,2,1,3047
Masters,2018,New Delhi,3,0,0,No,2,1,4528
Bachelors,2012,Bangalore,3,0,1,No,3,0,1076
Bachelors,2014,Pune,3,1,1,No,5,0,3170
Bachelors,2015,Bangalore,3,0,1,No,1,0,3906
Masters,2017,New Delhi,2,0,0,Yes,4,1,2508
Bachelors,2016,Bangalore,3,0,0,No,3,0,498
Bachelors,2017,Bangalore,3,0,1,No,4,1,2094
Bachelors,2017,New Delhi,2,0,1,No,0,0,3255
Bachelors,2015,Pune,3,0,0,No,3,1,1358
Masters,2017,Pune,2,0,1,No,4,0,357
Bachelors,2015,Pune,2,0,0,No,1,1,475
Bachelors,2017,Bangalore,3,0,1,No,4,0,2537
Bachelors,2018,Bangalore,3,0,1,Yes,2,1,3057
Bachelors,2012,Bangalore,3,0,1,No,5,0,1113
Bachelors,2015,Bangalore,3,0,0,No,5,0,111
Masters,2017,New Delhi,3,0,0,No,4,0,2839
Bachelors,2013,Bangalore,3,0,0,No,4,0,750
Bachelors,2014,Pune,3,0,1,No,4,0,567
Bachelors,2018,Bangalore,3,0,1,Yes,2,1,2441
Bachelors,2015,Bangalore,3,0,0,No,3,1,3316
Bachelors,2013,Bangalore,3,0,0,No,3,1,1054
Bachelors,2014,Bangalore,3,0,1,No,1,1,1010
Bachelors,2012,Bangalore,3,0,1,No,4,0,1552
Bachelors,2016,Bangalore,3,0,0,No,4,0,656
Bachelors,2015,Bangalore,1,0,1,No,3,0,668
Bachelors,2015,New Delhi,3,0,1,No,1,0,3554
Bachelors,2012,Pune,2,0,1,No,3,1,801
Bachelors,2017,Bangalore,3,0,1,No,2,0,739
Masters,2017,New Delhi,2,0,1,Yes,2,0,3061
Bachelors,2017,Bangalore,3,0,0,No,4,0,3249
Bachelors,2014,Pune,2,0,0,No,4,1,997
Bachelors,2015,Pune,3,0,1,No,0,0,4306
Masters,2017,Pune,2,0,0,No,2,0,957
Bachelors,2016,Bangalore,3,0,0,No,3,1,3901
Bachelors,2015,Pune,2,0,0,No,2,1,2382
Bachelors,2016,Bangalore,3,0,1,No,2,0,3428
Bachelors,2012,Pune,1,0,1,No,1,0,4110
Bachelors,2017,Pune,2,0,1,No,0,0,3992
Bachelors,2013,Bangalore,3,0,1,No,5,0,2562
Bachelors,2013,Pune,2,0,0,No,5,1,1798
Bachelors,2014,Bangalore,3,0,0,No,4,0,3449
Bachelors,2013,Bangalore,3,0,0,No,4,1,1102
Bachelors,2017,New Delhi,3,0,1,No,2,1,242
Bachelors,2017,Bangalore,3,0,0,No,2,0,1818
Bachelors,2013,Bangalore,3,0,1,No,2,0,984
Bachelors,2015,Bangalore,3,0,1,No,3,0,3060
Bachelors,2014,Bangalore,3,0,1,No,3,0,1986
PHD,2016,Pune,3,0,0,No,4,0,3748
Bachelors,2015,Pune,2,0,0,Yes,1,1,3611
Bachelors,2015,Bangalore,3,0,1,No,0,0,1298
Bachelors,2016,Bangalore,3,0,0,No,5,1,3159
PHD,2017,Bangalore,3,0,0,No,2,0,1840
Bachelors,2015,New Delhi,3,0,0,No,4,0,2216
Bachelors,2014,Pune,2,0,0,No,1,1,2614
Bachelors,2014,Bangalore,3,0,1,No,5,0,2425
Bachelors,2014,New Delhi,3,0,1,No,0,0,68
Bachelors,2013,Pune,2,0,1,Yes,0,1,1450
PHD,2015,Bangalore,3,0,0,No,1,0,2231
Bachelors,2015,New Delhi,3,0,0,Yes,1,0,2757
Bachelors,2015,Bangalore,2,0,0,No,2,1,3123
Bachelors,2013,Bangalore,1,0,0,No,1,1,3204
Masters,2017,New Delhi,2,0,1,Yes,3,1,536
Bachelors,2015,Bangalore,3,0,1,No,1,0,4414
Bachelors,2013,Bangalore,3,0,0,No,4,0,2706
Bachelors,2016,Bangalore,3,0,1,No,4,0,2696
Bachelors,2018,Pune,3,0,1,No,5,1,2861
Bachelors,2015,Pune,2,0,0,No,0,1,4545
Bachelors,2017,Bangalore,3,0,1,No,3,0,822
Masters,2018,New Delhi,3,0,1,No,4,1,136
Bachelors,2014,Pune,2,0,0,No,4,1,690
Bachelors,2015,New Delhi,2,0,0,No,1,1,1991
Bachelors,2013,Bangalore,3,0,0,No,5,0,4644
Bachelors,2014,Pune,3,0,1,No,4,0,2637
Bachelors,2014,Bangalore,3,0,0,No,3,0,4325
Bachelors,2014,Pune,1,0,0,No,0,1,4573
Masters,2017,Pune,2,0,1,No,2,0,2491
Bachelors,2016,Bangalore,3,0,1,No,4,0,987
Masters,2015,Pune,3,0,0,No,2,0,2022
Bachelors,2015,Bangalore,3,0,1,No,4,0,2950
Masters,2015,Pune,1,0,0,No,3,1,106
Masters,2015,New Delhi,1,0,1,No,5,1,3103
Masters,2017,New Delhi,2,0,0,No,2,1,2030
Bachelors,2017,Pune,2,0,1,No,1,1,3786
Bachelors,2012,Bangalore,3,0,1,No,0,0,4002
Masters,2017,New Delhi,3,1,0,No,2,0,3550
Bachelors,2012,Pune,3,0,0,No,5,0,3264
Bachelors,2014,Pune,1,0,0,No,4,1,2258
Bachelors,2015,Bangalore,3,0,1,No,3,1,3144
PHD,2014,Bangalore,3,0,0,No,2,0,285
PHD,2013,New Delhi,3,0,1,No,2,0,56
Bachelors,2014,Bangalore,3,0,1,No,5,0,2444
Bachelors,2017,New Delhi,3,0,0,No,0,0,3997
Bachelors,2013,Pune,2,0,0,No,4,1,793
Bachelors,2017,Bangalore,3,0,0,No,2,0,1731
Bachelors,2017,New Delhi,2,0,0,No,4,0,360
Bachelors,2015,New Delhi,3,0,0,Yes,4,0,488
Bachelors,2017,New Delhi,2,0,1,No,4,0,2746
Bachelors,2013,New Delhi,1,0,0,No,5,1,1183
Bachelors,2012,New Delhi,3,0,0,No,0,0,4277
Bachelors,2016,Bangalore,3,0,0,Yes,4,0,4380
Bachelors,2016,Bangalore,3,0,1,Yes,5,0,3493
Bachelors,2015,Bangalore,3,0,1,No,3,1,1633
Bachelors,2012,Bangalore,3,0,0,No,4,0,723
Masters,2012,New Delhi,3,0,0,No,4,1,2049
Bachelors,2013,Bangalore,3,0,0,No,1,0,50
Bachelors,2012,Bangalore,3,0,0,No,0,0,4069
Masters,2017,Pune,3,0,1,No,5,1,1890
Bachelors,2017,Bangalore,1,0,1,No,5,0,888
Masters,2013,Bangalore,1,0,1,No,3,1,149
Masters,2017,New Delhi,1,0,0,No,4,1,1772
Bachelors,2017,Bangalore,3,0,1,Yes,3,0,4077
Bachelors,2012,Bangalore,3,0,0,No,3,0,2949
Bachelors,2012,New Delhi,3,0,0,No,4,0,682
Bachelors,2018,Bangalore,3,0,1,No,1,1,3081
Bachelors,2016,Bangalore,3,0,0,No,4,0,4036
Masters,2017,Bangalore,3,1,0,No,2,1,70
Bachelors,2017,Bangalore,3,0,0,No,3,1,1817
Bachelors,2017,Bangalore,3,0,1,No,2,0,1861
Bachelors,2012,Bangalore,3,0,0,No,1,1,4613
Bachelors,2017,Bangalore,3,0,1,No,3,1,4140
Bachelors,2014,Bangalore,3,0,1,No,0,0,4385
Masters,2017,Bangalore,1,0,1,No,1,0,3709
PHD,2016,Bangalore,3,0,0,No,1,0,2055
Masters,2016,New Delhi,3,0,0,No,3,1,3793
Bachelors,2017,Bangalore,3,0,1,No,0,0,3889
Bachelors,2012,Pune,3,0,1,No,5,0,308
Masters,2017,New Delhi,3,0,1,No,5,1,217
Masters,2017,New Delhi,2,0,0,No,5,0,844
Bachelors,2014,Bangalore,3,0,0,No,5,0,1479
Bachelors,2013,Pune,2,0,1,No,4,0,222
Bachelors,2017,Pune,3,0,1,No,5,0,940
Bachelors,2017,New Delhi,2,0,0,No,5,0,1768
Bachelors,2018,Bangalore,3,0,1,No,4,1,641
Bachelors,2015,Pune,2,0,0,No,4,1,1286
Bachelors,2013,Bangalore,3,0,1,No,3,0,1159
Bachelors,2016,Bangalore,3,0,1,No,2,0,1912
Bachelors,2017,New Delhi,3,0,1,No,0,0,3913
Bachelors,2015,Pune,2,0,0,No,5,1,1472
Masters,2013,Pune,3,0,1,No,2,0,3626
Bachelors,2013,Bangalore,3,0,1,Yes,2,1,269
Bachelors,2012,Bangalore,3,0,1,No,3,0,3351
Bachelors,2012,Pune,3,0,1,No,4,0,2954
Bachelors,2015,Pune,3,0,1,No,2,0,1167
Bachelors,2013,Bangalore,3,0,1,No,4,0,1770
Masters,2016,Bangalore,1,0,1,No,2,1,3737
Bachelors,2017,Pune,3,0,1,No,0,0,2870
Bachelors,2017,New Delhi,2,0,1,No,0,0,1282
Bachelors,2016,Bangalore,3,0,1,No,5,0,497
Bachelors,2018,Bangalore,3,0,1,Yes,0,1,4103
Bachelors,2014,New Delhi,3,0,0,No,2,0,992
Bachelors,2013,Bangalore,3,0,0,No,4,0,3131
Bachelors,2013,Pune,2,0,0,No,3,1,243
Masters,2014,New Delhi,3,0,1,No,2,0,507
Bachelors,2016,Bangalore,3,0,1,No,3,1,442
PHD,2012,Pune,3,0,1,No,5,0,1541
Bachelors,2015,Bangalore,3,0,1,Yes,4,0,2513
Bachelors,2015,New Delhi,2,0,0,No,5,1,3726
Bachelors,2018,Bangalore,3,0,1,No,4,1,287
Bachelors,2014,Bangalore,3,0,1,No,4,0,2149
Bachelors,2016,Pune,3,0,1,No,2,0,492
Bachelors,2012,Bangalore,3,0,0,No,5,0,2584
Bachelors,2016,Bangalore,3,0,1,No,2,0,2025
Bachelors,2013,Bangalore,3,0,1,No,4,0,4272
Masters,2017,Pune,2,0,1,No,5,0,1668
Bachelors,2017,New Delhi,3,0,1,No,4,0,4407
Bachelors,2014,Bangalore,1,0,1,No,2,0,2197
Bachelors,2015,Pune,3,0,0,No,3,1,1635
Bachelors,2018,Bangalore,3,0,1,No,3,1,228
Masters,2015,Pune,2,0,0,No,3,0,146
Masters,2017,Bangalore,3,0,0,No,4,0,2043
PHD,2014,New Delhi,3,0,1,No,2,0,530
Bachelors,2017,Bangalore,3,0,1,No,5,0,4028
Masters,2016,New Delhi,3,0,0,No,3,1,645
Bachelors,2016,Bangalore,3,0,1,No,4,0,3573
Masters,2017,Pune,2,0,1,No,2,1,60
Bachelors,2018,Bangalore,3,0,0,No,2,1,4323
Bachelors,2012,Pune,3,1,1,No,3,0,3818
Bachelors,2015,Bangalore,1,0,1,No,5,0,2083
Bachelors,2017,New Delhi,2,0,0,No,5,0,3520
Bachelors,2013,New Delhi,3,1,0,No,1,0,3511
Bachelors,2015,Bangalore,3,0,1,No,5,0,3515
Bachelors,2017,New Delhi,2,0,0,No,4,1,3136
Masters,2013,Bangalore,3,0,1,No,1,1,2775
Bachelors,2013,Pune,3,0,1,No,0,0,2662
Masters,2017,New Delhi,3,0,1,No,2,0,3341
Bachelors,2018,Bangalore,3,0,1,No,5,1,2796
Bachelors,2014,Bangalore,3,0,1,No,5,0,166
Bachelors,2016,Bangalore,3,0,1,Yes,4,0,1821
Bachelors,2014,Pune,3,0,0,No,5,1,4250
