Score,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,ID
70,Masters,2017,New Delhi,1,1,1,No,0,0,3644
55,Bachelors,2015,Pune,1,0,0,No,3,1,3671
110,Bachelors,2014,Bangalore,1,0,0,No,5,0,3678
90,Bachelors,2013,Bangalore,1,0,1,No,4,0,3701
55,Bachelors,2015,Pune,1,0,0,No,4,1,3725
55,Bachelors,2015,Pune,1,0,0,No,3,1,3762
90,Bachelors,2016,Bangalore,1,0,1,No,3,0,3800
90,Bachelors,2015,Bangalore,1,0,1,No,1,0,3842
45,Bachelors,2015,Bangalore,1,0,1,Yes,0,1,3870
90,Bachelors,2015,Bangalore,1,0,0,No,2,0,3925
25,Bachelors,2017,New Delhi,1,0,0,No,4,1,3958
110,Masters,2016,New Delhi,1,0,0,No,5,1,3974
110,Bachelors,2012,Bangalore,1,0,1,No,7,0,3983
110,Masters,2013,New Delhi,1,1,1,No,5,0,3984
90,Bachelors,2012,Bangalore,1,0,0,Yes,1,0,4010
45,Bachelors,2016,Bangalore,1,0,1,No,4,1,4066
90,Bachelors,2012,Bangalore,1,0,1,No,4,0,4200
100,Bachelors,2012,New Delhi,1,0,0,No,3,0,4214
110,PHD,2015,New Delhi,1,0,1,No,5,0,4289
110,PHD,2012,Bangalore,1,0,1,No,5,0,4329
110,Bachelors,2014,New Delhi,1,0,0,No,5,0,4340
90,Bachelors,2014,Bangalore,1,0,0,No,4,0,4342
70,Masters,2017,New Delhi,1,0,1,No,1,0,4513
55,Bachelors,2013,Pune,1,0,0,No,1,1,4543
110,PHD,2013,Pune,1,0,0,No,0,1,4554
110,PHD,2014,Bangalore,1,0,0,No,3,0,4557
90,Bachelors,2014,Bangalore,1,0,0,No,1,0,4558
55,Bachelors,2015,Pune,1,0,1,No,1,1,4585
55,Bachelors,2014,Pune,1,0,0,No,2,1,4588
55,Bachelors,2014,Pune,1,0,0,No,0,1,4610
55,Bachelors,2016,New Delhi,1,0,0,No,2,1,4635
